ID Venta,Fecha,Sucursal,SKU,Nombre del Producto,Cantidad Vendida,Precio Unitario,Descuento Aplicado,Total Venta,Método de Pago,Cliente ID
2507,2024-01-31,Sucursal 3,LAC-00004,Leche Entera,9,3500,0,31500,Transferencia,C00221
2685,2023-06-17,Sucursal 1,LAC-00004,Leche Entera,9,3500,0,31500,Transferencia,C00167
2795,2023-09-23,Sucursal 2,LAC-00004,Leche Entera,9,3500,0,31500,Billetera Digital,C00124
3119,2023-03-09,Sucursal 2,LAC-00004,Leche Entera,9,3500,0,31500,Efectivo,C00110
3523,2023-08-19,Sucursal 1,LAC-00004,Leche Entera,9,3500,0,31500,Tarjeta de Crédito,C00044
3654,2023-10-15,Sucursal 1,LAC-00004,Leche Entera,9,3500,0,31500,Billetera Digital,C00265
3795,2023-04-22,Sucursal 2,LAC-00004,Leche Entera,9,3500,0,31500,Billetera Digital,C00023
3956,2023-06-01,Sucursal 1,LAC-00004,Leche Entera,9,3500,0,31500,Transferencia,C00288
4388,2023-03-12,Sucursal 2,LAC-00004,Leche Entera,9,3500,0,31500,Tarjeta de Crédito,C00254
4401,2023-03-13,Sucursal 1,LAC-00004,Leche Entera,9,3500,0,31500,Tarjeta de Débito,C00122
677,2023-09-06,Sucursal 2,LIM-00007,Detergente en Polvo,4,8000,500,31500,Transferencia,C00164
1464,2023-07-11,Sucursal 3,LIM-00007,Detergente en Polvo,4,8000,500,31500,Tarjeta de Débito,C00030
1667,2023-07-02,Sucursal 2,LIM-00007,Detergente en Polvo,4,8000,500,31500,Tarjeta de Crédito,C00051
2873,2023-02-04,Sucursal 1,LIM-00007,Detergente en Polvo,4,8000,500,31500,Billetera Digital,C00132
3056,2024-01-17,Sucursal 2,LIM-00007,Detergente en Polvo,4,8000,500,31500,Tarjeta de Crédito,C00071
3368,2023-06-04,Sucursal 2,LIM-00007,Detergente en Polvo,4,8000,500,31500,Transferencia,C00239
4328,2023-02-03,Sucursal 2,LIM-00007,Detergente en Polvo,4,8000,500,31500,Billetera Digital,C00024
1394,2023-09-30,Sucursal 3,ABA-00009,Arroz Blanco,8,4000,500,31500,Tarjeta de Crédito,C00116
1993,2023-11-27,Sucursal 2,ABA-00009,Arroz Blanco,8,4000,500,31500,Efectivo,C00012
3025,2023-04-05,Sucursal 1,ABA-00009,Arroz Blanco,8,4000,500,31500,Transferencia,C00288
3126,2023-11-08,Sucursal 2,ABA-00009,Arroz Blanco,8,4000,500,31500,Billetera Digital,C00012
3369,2023-06-24,Sucursal 3,ABA-00009,Arroz Blanco,8,4000,500,31500,Tarjeta de Crédito,C00140
4709,2023-08-17,Sucursal 3,ABA-00009,Arroz Blanco,8,4000,500,31500,Billetera Digital,C00037
173,2023-09-07,Sucursal 1,LIM-00007,Detergente en Polvo,4,8000,0,32000,Tarjeta de Débito,C00278
235,2023-09-28,Sucursal 2,LIM-00007,Detergente en Polvo,4,8000,0,32000,Transferencia,C00176
548,2024-01-02,Sucursal 1,LIM-00007,Detergente en Polvo,4,8000,0,32000,Efectivo,C00040
579,2023-04-01,Sucursal 1,LIM-00007,Detergente en Polvo,4,8000,0,32000,Efectivo,C00107
618,2023-03-26,Sucursal 2,LIM-00007,Detergente en Polvo,4,8000,0,32000,Efectivo,C00248
812,2023-08-20,Sucursal 1,LIM-00007,Detergente en Polvo,4,8000,0,32000,Transferencia,C00023
1112,2023-04-07,Sucursal 2,LIM-00007,Detergente en Polvo,4,8000,0,32000,Billetera Digital,C00237
1409,2023-11-05,Sucursal 2,LIM-00007,Detergente en Polvo,4,8000,0,32000,Tarjeta de Crédito,C00104
1512,2023-09-22,Sucursal 2,LIM-00007,Detergente en Polvo,4,8000,0,32000,Transferencia,C00292
1635,2023-01-08,Sucursal 3,LIM-00007,Detergente en Polvo,4,8000,0,32000,Billetera Digital,C00182
1772,2023-03-03,Sucursal 1,LIM-00007,Detergente en Polvo,4,8000,0,32000,Tarjeta de Crédito,C00022
1782,2023-09-02,Sucursal 1,LIM-00007,Detergente en Polvo,4,8000,0,32000,Tarjeta de Débito,C00171
1866,2023-09-28,Sucursal 3,LIM-00007,Detergente en Polvo,4,8000,0,32000,Tarjeta de Débito,C00242
1889,2024-01-01,Sucursal 1,LIM-00007,Detergente en Polvo,4,8000,0,32000,Efectivo,C00255
2230,2023-05-11,Sucursal 2,LIM-00007,Detergente en Polvo,4,8000,0,32000,Tarjeta de Débito,C00298
2300,2023-07-09,Sucursal 2,LIM-00007,Detergente en Polvo,4,8000,0,32000,Tarjeta de Crédito,C00175
2356,2024-01-23,Sucursal 1,LIM-00007,Detergente en Polvo,4,8000,0,32000,Tarjeta de Crédito,C00296
2523,2023-09-19,Sucursal 3,LIM-00007,Detergente en Polvo,4,8000,0,32000,Efectivo,C00038
2528,2023-10-13,Sucursal 2,LIM-00007,Detergente en Polvo,4,8000,0,32000,Billetera Digital,C00274
2925,2023-02-25,Sucursal 2,LIM-00007,Detergente en Polvo,4,8000,0,32000,Tarjeta de Débito,C00177
2947,2023-12-12,Sucursal 2,LIM-00007,Detergente en Polvo,4,8000,0,32000,Tarjeta de Crédito,C00272
2960,2023-09-29,Sucursal 3,LIM-00007,Detergente en Polvo,4,8000,0,32000,Tarjeta de Crédito,C00216
3082,2023-01-22,Sucursal 1,LIM-00007,Detergente en Polvo,4,8000,0,32000,Tarjeta de Crédito,C00278
3938,2023-01-31,Sucursal 3,LIM-00007,Detergente en Polvo,4,8000,0,32000,Tarjeta de Débito,C00095
4209,2023-05-07,Sucursal 3,LIM-00007,Detergente en Polvo,4,8000,0,32000,Tarjeta de Débito,C00240
4291,2024-01-07,Sucursal 1,LIM-00007,Detergente en Polvo,4,8000,0,32000,Tarjeta de Crédito,C00030
4298,2023-11-18,Sucursal 2,LIM-00007,Detergente en Polvo,4,8000,0,32000,Transferencia,C00066
4306,2023-04-14,Sucursal 2,LIM-00007,Detergente en Polvo,4,8000,0,32000,Transferencia,C00161
4668,2023-12-23,Sucursal 1,LIM-00007,Detergente en Polvo,4,8000,0,32000,Billetera Digital,C00133
4756,2023-09-14,Sucursal 1,LIM-00007,Detergente en Polvo,4,8000,0,32000,Tarjeta de Débito,C00252
4849,2023-04-07,Sucursal 2,LIM-00007,Detergente en Polvo,4,8000,0,32000,Transferencia,C00099
4906,2023-01-25,Sucursal 1,LIM-00007,Detergente en Polvo,4,8000,0,32000,Billetera Digital,C00085
4959,2023-07-08,Sucursal 1,LIM-00007,Detergente en Polvo,4,8000,0,32000,Efectivo,C00082
369,2023-12-19,Sucursal 1,ABA-00009,Arroz Blanco,8,4000,0,32000,Efectivo,C00149
1241,2023-05-10,Sucursal 2,ABA-00009,Arroz Blanco,8,4000,0,32000,Tarjeta de Débito,C00215
1501,2023-01-29,Sucursal 3,ABA-00009,Arroz Blanco,8,4000,0,32000,Tarjeta de Crédito,C00145
1780,2023-05-22,Sucursal 1,ABA-00009,Arroz Blanco,8,4000,0,32000,Efectivo,C00026
1816,2023-03-12,Sucursal 2,ABA-00009,Arroz Blanco,8,4000,0,32000,Billetera Digital,C00293
1932,2023-12-11,Sucursal 1,ABA-00009,Arroz Blanco,8,4000,0,32000,Tarjeta de Crédito,C00263
2160,2023-04-06,Sucursal 3,ABA-00009,Arroz Blanco,8,4000,0,32000,Efectivo,C00059
2371,2023-11-16,Sucursal 1,ABA-00009,Arroz Blanco,8,4000,0,32000,Billetera Digital,C00230
2547,2023-10-18,Sucursal 3,ABA-00009,Arroz Blanco,8,4000,0,32000,Efectivo,C00147
2863,2023-08-16,Sucursal 1,ABA-00009,Arroz Blanco,8,4000,0,32000,Transferencia,C00228
2991,2024-01-18,Sucursal 2,ABA-00009,Arroz Blanco,8,4000,0,32000,Tarjeta de Débito,C00118
3108,2023-01-27,Sucursal 3,ABA-00009,Arroz Blanco,8,4000,0,32000,Billetera Digital,C00210
3116,2023-04-10,Sucursal 2,ABA-00009,Arroz Blanco,8,4000,0,32000,Transferencia,C00227
3270,2023-12-06,Sucursal 1,ABA-00009,Arroz Blanco,8,4000,0,32000,Tarjeta de Débito,C00294
3389,2023-07-29,Sucursal 3,ABA-00009,Arroz Blanco,8,4000,0,32000,Transferencia,C00276
3475,2023-06-09,Sucursal 1,ABA-00009,Arroz Blanco,8,4000,0,32000,Efectivo,C00027
4082,2023-06-13,Sucursal 1,ABA-00009,Arroz Blanco,8,4000,0,32000,Tarjeta de Crédito,C00119
4149,2023-04-21,Sucursal 2,ABA-00009,Arroz Blanco,8,4000,0,32000,Tarjeta de Crédito,C00264
4188,2023-01-27,Sucursal 3,ABA-00009,Arroz Blanco,8,4000,0,32000,Efectivo,C00162
4202,2023-11-05,Sucursal 3,ABA-00009,Arroz Blanco,8,4000,0,32000,Billetera Digital,C00008
4265,2023-05-11,Sucursal 2,ABA-00009,Arroz Blanco,8,4000,0,32000,Billetera Digital,C00176
4924,2023-05-06,Sucursal 2,ABA-00009,Arroz Blanco,8,4000,0,32000,Efectivo,C00086
4964,2023-01-13,Sucursal 3,ABA-00009,Arroz Blanco,8,4000,0,32000,Transferencia,C00139
985,2023-07-11,Sucursal 2,PAN-00003,Pan Integral,7,5000,1500,33500,Tarjeta de Débito,C00295
1139,2023-01-14,Sucursal 1,PAN-00003,Pan Integral,7,5000,1500,33500,Efectivo,C00066
1715,2023-06-01,Sucursal 2,PAN-00003,Pan Integral,7,5000,1500,33500,Efectivo,C00261
2479,2023-07-02,Sucursal 1,PAN-00003,Pan Integral,7,5000,1500,33500,Tarjeta de Débito,C00043
2620,2023-07-01,Sucursal 1,PAN-00003,Pan Integral,7,5000,1500,33500,Efectivo,C00012
3009,2024-01-10,Sucursal 1,PAN-00003,Pan Integral,7,5000,1500,33500,Tarjeta de Débito,C00293
3588,2023-11-29,Sucursal 3,PAN-00003,Pan Integral,7,5000,1500,33500,Transferencia,C00265
3671,2023-02-18,Sucursal 3,PAN-00003,Pan Integral,7,5000,1500,33500,Transferencia,C00157
4313,2023-05-21,Sucursal 1,PAN-00003,Pan Integral,7,5000,1500,33500,Tarjeta de Débito,C00188
1878,2023-12-03,Sucursal 3,LAC-00004,Leche Entera,10,3500,1500,33500,Tarjeta de Crédito,C00152
2305,2023-07-16,Sucursal 3,LAC-00004,Leche Entera,10,3500,1500,33500,Efectivo,C00167
2472,2023-08-08,Sucursal 3,LAC-00004,Leche Entera,10,3500,1500,33500,Transferencia,C00157
2568,2023-07-27,Sucursal 2,LAC-00004,Leche Entera,10,3500,1500,33500,Billetera Digital,C00056
3243,2023-07-12,Sucursal 2,LAC-00004,Leche Entera,10,3500,1500,33500,Billetera Digital,C00221
4056,2023-06-12,Sucursal 2,LAC-00004,Leche Entera,10,3500,1500,33500,Tarjeta de Débito,C00225
4588,2023-02-05,Sucursal 2,LAC-00004,Leche Entera,10,3500,1500,33500,Billetera Digital,C00266
204,2023-03-06,Sucursal 3,PAN-00003,Pan Integral,7,5000,1000,34000,Billetera Digital,C00137
1558,2023-04-04,Sucursal 3,PAN-00003,Pan Integral,7,5000,1000,34000,Tarjeta de Crédito,C00241
1822,2023-09-19,Sucursal 1,PAN-00003,Pan Integral,7,5000,1000,34000,Tarjeta de Crédito,C00179
2735,2024-01-24,Sucursal 3,PAN-00003,Pan Integral,7,5000,1000,34000,Tarjeta de Crédito,C00138
2834,2023-06-08,Sucursal 3,PAN-00003,Pan Integral,7,5000,1000,34000,Transferencia,C00106
3095,2023-10-01,Sucursal 3,PAN-00003,Pan Integral,7,5000,1000,34000,Tarjeta de Débito,C00071
4253,2023-03-06,Sucursal 2,PAN-00003,Pan Integral,7,5000,1000,34000,Efectivo,C00171
4452,2023-02-05,Sucursal 3,PAN-00003,Pan Integral,7,5000,1000,34000,Billetera Digital,C00194
51,2023-08-08,Sucursal 2,LAC-00004,Leche Entera,10,3500,1000,34000,Tarjeta de Crédito,C00286
100,2023-08-21,Sucursal 2,LAC-00004,Leche Entera,10,3500,1000,34000,Billetera Digital,C00027
409,2023-02-03,Sucursal 1,LAC-00004,Leche Entera,10,3500,1000,34000,Tarjeta de Débito,C00150
716,2023-08-07,Sucursal 1,LAC-00004,Leche Entera,10,3500,1000,34000,Billetera Digital,C00250
834,2023-07-07,Sucursal 3,LAC-00004,Leche Entera,10,3500,1000,34000,Transferencia,C00143
2817,2023-10-12,Sucursal 3,LAC-00004,Leche Entera,10,3500,1000,34000,Billetera Digital,C00079
2929,2023-01-15,Sucursal 2,LAC-00004,Leche Entera,10,3500,1000,34000,Efectivo,C00010
3123,2024-01-06,Sucursal 1,LAC-00004,Leche Entera,10,3500,1000,34000,Transferencia,C00153
3692,2023-10-23,Sucursal 2,LAC-00004,Leche Entera,10,3500,1000,34000,Tarjeta de Débito,C00202
4798,2023-04-20,Sucursal 1,LAC-00004,Leche Entera,10,3500,1000,34000,Efectivo,C00015
4944,2024-01-16,Sucursal 3,LAC-00004,Leche Entera,10,3500,1000,34000,Billetera Digital,C00201
1242,2023-12-22,Sucursal 2,PER-00008,Shampoo Anticaspa,3,12000,1500,34500,Tarjeta de Crédito,C00255
2346,2023-06-27,Sucursal 2,PER-00008,Shampoo Anticaspa,3,12000,1500,34500,Efectivo,C00094
2499,2023-03-13,Sucursal 2,PER-00008,Shampoo Anticaspa,3,12000,1500,34500,Efectivo,C00202
2675,2023-05-30,Sucursal 2,PER-00008,Shampoo Anticaspa,3,12000,1500,34500,Tarjeta de Débito,C00080
3408,2024-01-26,Sucursal 3,PER-00008,Shampoo Anticaspa,3,12000,1500,34500,Tarjeta de Crédito,C00191
177,2023-08-19,Sucursal 1,PAN-00003,Pan Integral,7,5000,500,34500,Billetera Digital,C00032
365,2023-12-20,Sucursal 1,PAN-00003,Pan Integral,7,5000,500,34500,Tarjeta de Débito,C00290
574,2023-12-14,Sucursal 2,PAN-00003,Pan Integral,7,5000,500,34500,Efectivo,C00038
639,2023-08-28,Sucursal 3,PAN-00003,Pan Integral,7,5000,500,34500,Transferencia,C00260
2295,2023-09-12,Sucursal 3,PAN-00003,Pan Integral,7,5000,500,34500,Billetera Digital,C00038
2593,2023-12-06,Sucursal 3,PAN-00003,Pan Integral,7,5000,500,34500,Tarjeta de Crédito,C00109
2651,2023-07-15,Sucursal 2,PAN-00003,Pan Integral,7,5000,500,34500,Tarjeta de Crédito,C00086
3918,2023-08-31,Sucursal 3,PAN-00003,Pan Integral,7,5000,500,34500,Transferencia,C00109
4005,2023-12-09,Sucursal 3,PAN-00003,Pan Integral,7,5000,500,34500,Transferencia,C00202
4139,2024-01-06,Sucursal 3,PAN-00003,Pan Integral,7,5000,500,34500,Tarjeta de Débito,C00148
247,2023-04-15,Sucursal 3,FRT-00001,Manzana Gala,6,6000,1500,34500,Tarjeta de Crédito,C00300
588,2023-07-26,Sucursal 1,FRT-00001,Manzana Gala,6,6000,1500,34500,Tarjeta de Débito,C00230
628,2023-11-07,Sucursal 2,FRT-00001,Manzana Gala,6,6000,1500,34500,Efectivo,C00246
642,2023-05-27,Sucursal 2,FRT-00001,Manzana Gala,6,6000,1500,34500,Tarjeta de Débito,C00297
979,2023-09-13,Sucursal 2,FRT-00001,Manzana Gala,6,6000,1500,34500,Billetera Digital,C00019
1605,2024-01-22,Sucursal 1,FRT-00001,Manzana Gala,6,6000,1500,34500,Billetera Digital,C00132
3555,2023-03-26,Sucursal 1,FRT-00001,Manzana Gala,6,6000,1500,34500,Efectivo,C00047
3709,2023-12-16,Sucursal 1,FRT-00001,Manzana Gala,6,6000,1500,34500,Transferencia,C00241
3788,2023-07-28,Sucursal 1,FRT-00001,Manzana Gala,6,6000,1500,34500,Billetera Digital,C00004
4277,2023-03-15,Sucursal 1,FRT-00001,Manzana Gala,6,6000,1500,34500,Tarjeta de Débito,C00225
4645,2023-01-16,Sucursal 2,FRT-00001,Manzana Gala,6,6000,1500,34500,Efectivo,C00211
4894,2023-11-14,Sucursal 1,FRT-00001,Manzana Gala,6,6000,1500,34500,Transferencia,C00190
4898,2023-09-13,Sucursal 3,FRT-00001,Manzana Gala,6,6000,1500,34500,Tarjeta de Crédito,C00224
119,2023-03-13,Sucursal 3,LAC-00004,Leche Entera,10,3500,500,34500,Tarjeta de Crédito,C00203
297,2023-07-14,Sucursal 1,LAC-00004,Leche Entera,10,3500,500,34500,Tarjeta de Débito,C00092
550,2023-08-31,Sucursal 3,LAC-00004,Leche Entera,10,3500,500,34500,Tarjeta de Débito,C00084
710,2023-11-24,Sucursal 2,LAC-00004,Leche Entera,10,3500,500,34500,Transferencia,C00015
2682,2023-10-31,Sucursal 3,LAC-00004,Leche Entera,10,3500,500,34500,Efectivo,C00229
2959,2023-03-13,Sucursal 1,LAC-00004,Leche Entera,10,3500,500,34500,Transferencia,C00141
3002,2023-09-18,Sucursal 1,LAC-00004,Leche Entera,10,3500,500,34500,Billetera Digital,C00054
3525,2023-08-21,Sucursal 2,LAC-00004,Leche Entera,10,3500,500,34500,Tarjeta de Crédito,C00143
3842,2023-07-11,Sucursal 1,LAC-00004,Leche Entera,10,3500,500,34500,Tarjeta de Débito,C00087
3928,2023-10-31,Sucursal 2,LAC-00004,Leche Entera,10,3500,500,34500,Billetera Digital,C00167
4125,2023-06-04,Sucursal 2,LAC-00004,Leche Entera,10,3500,500,34500,Tarjeta de Crédito,C00120
4303,2023-07-06,Sucursal 1,LAC-00004,Leche Entera,10,3500,500,34500,Tarjeta de Débito,C00089
622,2023-09-20,Sucursal 3,ABA-00009,Arroz Blanco,9,4000,1500,34500,Tarjeta de Crédito,C00172
977,2023-09-21,Sucursal 3,ABA-00009,Arroz Blanco,9,4000,1500,34500,Efectivo,C00299
1247,2023-06-17,Sucursal 3,ABA-00009,Arroz Blanco,9,4000,1500,34500,Transferencia,C00298
1348,2023-09-17,Sucursal 1,ABA-00009,Arroz Blanco,9,4000,1500,34500,Transferencia,C00030
1366,2023-08-24,Sucursal 3,ABA-00009,Arroz Blanco,9,4000,1500,34500,Tarjeta de Débito,C00022
1951,2023-03-31,Sucursal 2,ABA-00009,Arroz Blanco,9,4000,1500,34500,Efectivo,C00114
1969,2023-12-16,Sucursal 3,ABA-00009,Arroz Blanco,9,4000,1500,34500,Tarjeta de Débito,C00088
2122,2023-03-03,Sucursal 3,ABA-00009,Arroz Blanco,9,4000,1500,34500,Efectivo,C00040
2340,2023-10-01,Sucursal 3,ABA-00009,Arroz Blanco,9,4000,1500,34500,Transferencia,C00256
2480,2024-01-04,Sucursal 1,ABA-00009,Arroz Blanco,9,4000,1500,34500,Billetera Digital,C00067
4159,2023-06-15,Sucursal 2,ABA-00009,Arroz Blanco,9,4000,1500,34500,Tarjeta de Débito,C00233
4279,2023-07-26,Sucursal 2,ABA-00009,Arroz Blanco,9,4000,1500,34500,Efectivo,C00231
852,2023-09-13,Sucursal 3,PER-00008,Shampoo Anticaspa,3,12000,1000,35000,Transferencia,C00291
1119,2023-02-14,Sucursal 1,PER-00008,Shampoo Anticaspa,3,12000,1000,35000,Tarjeta de Débito,C00118
1312,2023-10-16,Sucursal 1,PER-00008,Shampoo Anticaspa,3,12000,1000,35000,Transferencia,C00009
1660,2024-01-10,Sucursal 2,PER-00008,Shampoo Anticaspa,3,12000,1000,35000,Transferencia,C00024
1792,2023-07-31,Sucursal 2,PER-00008,Shampoo Anticaspa,3,12000,1000,35000,Efectivo,C00035
2034,2024-01-05,Sucursal 2,PER-00008,Shampoo Anticaspa,3,12000,1000,35000,Efectivo,C00012
3583,2023-07-04,Sucursal 1,PER-00008,Shampoo Anticaspa,3,12000,1000,35000,Efectivo,C00197
3589,2023-04-11,Sucursal 1,PER-00008,Shampoo Anticaspa,3,12000,1000,35000,Billetera Digital,C00279
3849,2023-12-13,Sucursal 3,PER-00008,Shampoo Anticaspa,3,12000,1000,35000,Transferencia,C00201
4832,2023-03-27,Sucursal 2,PER-00008,Shampoo Anticaspa,3,12000,1000,35000,Tarjeta de Crédito,C00259
5,2023-10-15,Sucursal 3,PAN-00003,Pan Integral,7,5000,0,35000,Efectivo,C00295
659,2023-09-21,Sucursal 1,PAN-00003,Pan Integral,7,5000,0,35000,Tarjeta de Débito,C00001
947,2023-03-10,Sucursal 3,PAN-00003,Pan Integral,7,5000,0,35000,Transferencia,C00144
1179,2023-08-03,Sucursal 3,PAN-00003,Pan Integral,7,5000,0,35000,Tarjeta de Débito,C00131
1563,2023-04-09,Sucursal 3,PAN-00003,Pan Integral,7,5000,0,35000,Billetera Digital,C00215
1717,2023-04-22,Sucursal 3,PAN-00003,Pan Integral,7,5000,0,35000,Transferencia,C00161
2129,2023-11-10,Sucursal 1,PAN-00003,Pan Integral,7,5000,0,35000,Efectivo,C00265
2344,2023-12-16,Sucursal 2,PAN-00003,Pan Integral,7,5000,0,35000,Tarjeta de Crédito,C00212
2546,2023-08-20,Sucursal 1,PAN-00003,Pan Integral,7,5000,0,35000,Tarjeta de Débito,C00269
2686,2023-11-15,Sucursal 3,PAN-00003,Pan Integral,7,5000,0,35000,Billetera Digital,C00288
2726,2023-12-14,Sucursal 1,PAN-00003,Pan Integral,7,5000,0,35000,Tarjeta de Crédito,C00120
3107,2023-10-30,Sucursal 1,PAN-00003,Pan Integral,7,5000,0,35000,Efectivo,C00267
3533,2023-07-24,Sucursal 1,PAN-00003,Pan Integral,7,5000,0,35000,Tarjeta de Crédito,C00172
3627,2023-07-12,Sucursal 2,PAN-00003,Pan Integral,7,5000,0,35000,Efectivo,C00210
3699,2023-12-22,Sucursal 1,PAN-00003,Pan Integral,7,5000,0,35000,Tarjeta de Crédito,C00028
4666,2024-01-19,Sucursal 2,PAN-00003,Pan Integral,7,5000,0,35000,Billetera Digital,C00179
4854,2023-07-06,Sucursal 3,PAN-00003,Pan Integral,7,5000,0,35000,Transferencia,C00011
4862,2023-07-19,Sucursal 2,PAN-00003,Pan Integral,7,5000,0,35000,Tarjeta de Crédito,C00088
4928,2023-09-20,Sucursal 1,PAN-00003,Pan Integral,7,5000,0,35000,Efectivo,C00154
417,2023-12-24,Sucursal 3,FRT-00001,Manzana Gala,6,6000,1000,35000,Tarjeta de Crédito,C00144
535,2023-08-11,Sucursal 1,FRT-00001,Manzana Gala,6,6000,1000,35000,Transferencia,C00152
1010,2023-03-30,Sucursal 2,FRT-00001,Manzana Gala,6,6000,1000,35000,Transferencia,C00234
1218,2023-02-23,Sucursal 3,FRT-00001,Manzana Gala,6,6000,1000,35000,Billetera Digital,C00123
1531,2023-08-17,Sucursal 2,FRT-00001,Manzana Gala,6,6000,1000,35000,Transferencia,C00077
1578,2023-01-04,Sucursal 2,FRT-00001,Manzana Gala,6,6000,1000,35000,Tarjeta de Débito,C00134
3807,2023-10-17,Sucursal 3,FRT-00001,Manzana Gala,6,6000,1000,35000,Tarjeta de Crédito,C00252
4085,2023-08-07,Sucursal 2,FRT-00001,Manzana Gala,6,6000,1000,35000,Tarjeta de Crédito,C00111
413,2023-01-25,Sucursal 2,LAC-00004,Leche Entera,10,3500,0,35000,Tarjeta de Crédito,C00102
778,2023-12-13,Sucursal 3,LAC-00004,Leche Entera,10,3500,0,35000,Tarjeta de Crédito,C00135
968,2024-01-18,Sucursal 3,LAC-00004,Leche Entera,10,3500,0,35000,Tarjeta de Crédito,C00102
1000,2023-09-13,Sucursal 1,LAC-00004,Leche Entera,10,3500,0,35000,Efectivo,C00161
1178,2023-10-11,Sucursal 2,LAC-00004,Leche Entera,10,3500,0,35000,Transferencia,C00038
1270,2023-04-29,Sucursal 1,LAC-00004,Leche Entera,10,3500,0,35000,Tarjeta de Débito,C00062
1347,2023-08-16,Sucursal 3,LAC-00004,Leche Entera,10,3500,0,35000,Tarjeta de Crédito,C00215
1426,2023-05-14,Sucursal 2,LAC-00004,Leche Entera,10,3500,0,35000,Tarjeta de Crédito,C00111
1545,2024-01-30,Sucursal 1,LAC-00004,Leche Entera,10,3500,0,35000,Tarjeta de Crédito,C00282
2128,2024-01-27,Sucursal 3,LAC-00004,Leche Entera,10,3500,0,35000,Tarjeta de Crédito,C00150
2224,2023-05-05,Sucursal 3,LAC-00004,Leche Entera,10,3500,0,35000,Tarjeta de Débito,C00189
2229,2023-01-06,Sucursal 2,LAC-00004,Leche Entera,10,3500,0,35000,Efectivo,C00137
2390,2023-06-16,Sucursal 2,LAC-00004,Leche Entera,10,3500,0,35000,Efectivo,C00258
2553,2023-12-26,Sucursal 3,LAC-00004,Leche Entera,10,3500,0,35000,Billetera Digital,C00016
3089,2024-01-03,Sucursal 3,LAC-00004,Leche Entera,10,3500,0,35000,Efectivo,C00259
3156,2023-08-17,Sucursal 3,LAC-00004,Leche Entera,10,3500,0,35000,Transferencia,C00166
3218,2023-02-12,Sucursal 3,LAC-00004,Leche Entera,10,3500,0,35000,Tarjeta de Crédito,C00015
3275,2023-03-25,Sucursal 2,LAC-00004,Leche Entera,10,3500,0,35000,Tarjeta de Crédito,C00147
3312,2023-05-17,Sucursal 3,LAC-00004,Leche Entera,10,3500,0,35000,Billetera Digital,C00166
3494,2023-04-03,Sucursal 2,LAC-00004,Leche Entera,10,3500,0,35000,Transferencia,C00217
3759,2023-01-18,Sucursal 3,LAC-00004,Leche Entera,10,3500,0,35000,Tarjeta de Crédito,C00120
4098,2023-07-16,Sucursal 1,LAC-00004,Leche Entera,10,3500,0,35000,Efectivo,C00290
4143,2023-10-29,Sucursal 2,LAC-00004,Leche Entera,10,3500,0,35000,Efectivo,C00246
4554,2023-01-10,Sucursal 2,LAC-00004,Leche Entera,10,3500,0,35000,Billetera Digital,C00126
4690,2023-01-18,Sucursal 1,LAC-00004,Leche Entera,10,3500,0,35000,Tarjeta de Crédito,C00283
4710,2023-05-13,Sucursal 2,LAC-00004,Leche Entera,10,3500,0,35000,Tarjeta de Crédito,C00081
4774,2023-01-24,Sucursal 1,LAC-00004,Leche Entera,10,3500,0,35000,Tarjeta de Crédito,C00050
4961,2023-10-17,Sucursal 2,LAC-00004,Leche Entera,10,3500,0,35000,Billetera Digital,C00053
4969,2023-11-26,Sucursal 2,LAC-00004,Leche Entera,10,3500,0,35000,Tarjeta de Crédito,C00051
287,2023-08-08,Sucursal 2,ABA-00009,Arroz Blanco,9,4000,1000,35000,Transferencia,C00095
1437,2023-04-28,Sucursal 2,ABA-00009,Arroz Blanco,9,4000,1000,35000,Tarjeta de Débito,C00155
2391,2023-05-14,Sucursal 2,ABA-00009,Arroz Blanco,9,4000,1000,35000,Transferencia,C00016
2526,2023-11-12,Sucursal 2,ABA-00009,Arroz Blanco,9,4000,1000,35000,Tarjeta de Crédito,C00224
2624,2023-02-22,Sucursal 1,ABA-00009,Arroz Blanco,9,4000,1000,35000,Tarjeta de Débito,C00143
2626,2023-11-15,Sucursal 1,ABA-00009,Arroz Blanco,9,4000,1000,35000,Tarjeta de Crédito,C00218
2784,2023-07-20,Sucursal 3,ABA-00009,Arroz Blanco,9,4000,1000,35000,Transferencia,C00019
3372,2023-07-08,Sucursal 2,ABA-00009,Arroz Blanco,9,4000,1000,35000,Transferencia,C00202
3844,2023-10-28,Sucursal 1,ABA-00009,Arroz Blanco,9,4000,1000,35000,Efectivo,C00111
4018,2023-01-30,Sucursal 3,ABA-00009,Arroz Blanco,9,4000,1000,35000,Transferencia,C00233
4608,2023-05-12,Sucursal 3,ABA-00009,Arroz Blanco,9,4000,1000,35000,Transferencia,C00147
14,2023-05-03,Sucursal 3,PER-00008,Shampoo Anticaspa,3,12000,500,35500,Transferencia,C00175
162,2023-07-29,Sucursal 1,PER-00008,Shampoo Anticaspa,3,12000,500,35500,Tarjeta de Crédito,C00053
343,2023-08-08,Sucursal 3,PER-00008,Shampoo Anticaspa,3,12000,500,35500,Tarjeta de Débito,C00019
2492,2023-02-18,Sucursal 2,PER-00008,Shampoo Anticaspa,3,12000,500,35500,Billetera Digital,C00125
